time,X_ref,dX_ref,D_ref
142.0,1.94,-0.1,0.45
142.01,1.94,-0.1,0.45
142.02,1.94,-0.1,0.45
142.03,1.93,-0.1,0.45
142.04,1.93,-0.1,0.45
142.05,1.93,-0.1,0.45
142.06,1.93,-0.1,0.45
142.07,1.93,-0.1,0.45
142.08,1.93,-0.1,0.45
142.09,1.93,-0.1,0.45
142.1,1.93,-0.1,0.45
142.11,1.93,-0.1,0.45
142.12,1.93,-0.1,0.45
142.13,1.92,-0.1,0.45
142.14,1.92,-0.1,0.45
142.15,1.92,-0.1,0.45
142.16,1.92,-0.1,0.45
142.17,1.92,-0.1,0.45
142.18,1.92,-0.1,0.45
142.19,1.92,-0.1,0.45
142.2,1.92,-0.1,0.45
142.21,1.92,-0.1,0.45
142.22,1.92,-0.1,0.45
142.23,1.91,-0.1,0.45
142.24,1.91,-0.1,0.45
142.25,1.91,-0.1,0.45
142.26,1.91,-0.1,0.45
142.27,1.91,-0.1,0.45
142.28,1.91,-0.1,0.45
142.29,1.91,-0.1,0.45
142.3,1.91,-0.1,0.45
142.31,1.91,-0.1,0.45
142.32,1.91,-0.1,0.45
142.33,1.9,-0.1,0.45
142.34,1.9,-0.1,0.45
142.35,1.9,-0.1,0.45
142.36,1.9,-0.1,0.45
142.37,1.9,-0.1,0.45
142.38,1.9,-0.1,0.45
142.39,1.9,-0.1,0.45
142.4,1.9,-0.1,0.45
142.41,1.9,-0.1,0.45
142.42,1.9,-0.1,0.45
142.43,1.89,-0.1,0.45
142.44,1.89,-0.1,0.45
142.45,1.89,-0.1,0.45
142.46,1.89,-0.1,0.45
142.47,1.89,-0.1,0.45
142.48,1.89,-0.1,0.45
142.49,1.89,-0.1,0.45
142.5,1.89,-0.1,0.45
142.51,1.89,-0.1,0.45
142.52,1.89,-0.1,0.45
142.53,1.89,-0.1,0.45
142.54,1.88,-0.1,0.45
142.55,1.88,-0.1,0.45
142.56,1.88,-0.1,0.45
142.57,1.88,-0.1,0.45
142.58,1.88,-0.1,0.45
142.59,1.88,-0.1,0.45
142.6,1.88,-0.1,0.45
142.61,1.88,-0.1,0.45
142.62,1.88,-0.1,0.45
142.63,1.88,-0.1,0.45
142.64,1.87,-0.1,0.45
142.65,1.87,-0.1,0.45
142.66,1.87,-0.1,0.45
142.67,1.87,-0.1,0.45
142.68,1.87,-0.1,0.45
142.69,1.87,-0.1,0.45
142.7,1.87,-0.1,0.45
142.71,1.87,-0.1,0.45
142.72,1.87,-0.1,0.45
142.73,1.87,-0.1,0.45
142.74,1.86,-0.1,0.45
142.75,1.86,-0.1,0.45
142.76,1.86,-0.1,0.45
142.77,1.86,-0.1,0.45
142.78,1.86,-0.1,0.45
142.79,1.86,-0.1,0.45
142.8,1.86,-0.1,0.45
142.81,1.86,-0.1,0.45
142.82,1.86,-0.1,0.45
142.83,1.86,-0.1,0.45
142.84,1.86,-0.1,0.45
142.85,1.85,-0.1,0.45
142.86,1.85,-0.1,0.45
142.87,1.85,-0.1,0.45
142.88,1.85,-0.1,0.45
142.89,1.85,-0.1,0.45
142.9,1.85,-0.1,0.45
142.91,1.85,-0.1,0.45
142.92,1.85,-0.1,0.45
142.93,1.85,-0.1,0.45
142.94,1.85,-0.1,0.45
142.95,1.84,-0.1,0.45
142.96,1.84,-0.09,0.45
142.97,1.84,-0.09,0.45
142.98,1.84,-0.09,0.45
142.99,1.84,-0.09,0.45
143.0,1.84,-0.09,0.45
143.01,1.84,-0.09,0.45
143.02,1.84,-0.09,0.45
143.03,1.84,-0.09,0.45
143.04,1.84,-0.09,0.45
143.05,1.84,-0.09,0.45
143.06,1.83,-0.09,0.45
143.07,1.83,-0.09,0.45
143.08,1.83,-0.09,0.45
143.09,1.83,-0.09,0.45
143.1,1.83,-0.09,0.45
143.11,1.83,-0.09,0.45
143.12,1.83,-0.09,0.45
143.13,1.83,-0.09,0.45
143.14,1.83,-0.09,0.45
143.15,1.83,-0.09,0.45
143.16,1.82,-0.09,0.45
143.17,1.82,-0.09,0.45
143.18,1.82,-0.09,0.45
143.19,1.82,-0.09,0.45
143.2,1.82,-0.09,0.45
143.21,1.82,-0.09,0.45
143.22,1.82,-0.09,0.45
143.23,1.82,-0.09,0.45
143.24,1.82,-0.09,0.45
143.25,1.82,-0.09,0.45
143.26,1.82,-0.09,0.45
143.27,1.81,-0.09,0.45
143.28,1.81,-0.09,0.45
143.29,1.81,-0.09,0.45
143.3,1.81,-0.09,0.45
143.31,1.81,-0.09,0.45
143.32,1.81,-0.09,0.45
143.33,1.81,-0.09,0.45
143.34,1.81,-0.09,0.45
143.35,1.81,-0.09,0.45
143.36,1.81,-0.09,0.45
143.37,1.81,-0.09,0.45
143.38,1.8,-0.09,0.45
143.39,1.8,-0.09,0.45
143.4,1.8,-0.09,0.45
143.41,1.8,-0.09,0.45
143.42,1.8,-0.09,0.45
143.43,1.8,-0.09,0.45
143.44,1.8,-0.09,0.45
143.45,1.8,-0.09,0.45
143.46,1.8,-0.09,0.45
143.47,1.8,-0.09,0.45
143.48,1.8,-0.09,0.45
143.49,1.79,-0.09,0.45
143.5,1.79,-0.09,0.45
143.51,1.79,-0.09,0.45
143.52,1.79,-0.09,0.45
143.53,1.79,-0.09,0.45
143.54,1.79,-0.09,0.45
143.55,1.79,-0.09,0.45
143.56,1.79,-0.09,0.45
143.57,1.79,-0.09,0.45
143.58,1.79,-0.09,0.45
143.59,1.79,-0.09,0.45
143.6,1.78,-0.09,0.45
143.61,1.78,-0.09,0.45
143.62,1.78,-0.09,0.45
143.63,1.78,-0.09,0.45
143.64,1.78,-0.09,0.45
143.65,1.78,-0.09,0.45
143.66,1.78,-0.09,0.45
143.67,1.78,-0.09,0.45
143.68,1.78,-0.09,0.45
143.69,1.78,-0.09,0.45
143.7,1.78,-0.09,0.45
143.71,1.77,-0.09,0.45
143.72,1.77,-0.09,0.45
143.73,1.77,-0.09,0.45
143.74,1.77,-0.09,0.45
143.75,1.77,-0.09,0.45
143.76,1.77,-0.09,0.45
143.77,1.77,-0.09,0.45
143.78,1.77,-0.09,0.45
143.79,1.77,-0.09,0.45
143.8,1.77,-0.09,0.45
143.81,1.77,-0.09,0.45
143.82,1.76,-0.09,0.45
143.83,1.76,-0.09,0.45
143.84,1.76,-0.09,0.45
143.85,1.76,-0.09,0.45
143.86,1.76,-0.09,0.45
143.87,1.76,-0.09,0.45
143.88,1.76,-0.09,0.45
143.89,1.76,-0.09,0.45
143.9,1.76,-0.09,0.45
143.91,1.76,-0.09,0.45
143.92,1.76,-0.09,0.45
143.93,1.76,-0.09,0.45
143.94,1.75,-0.09,0.45
143.95,1.75,-0.09,0.45
143.96,1.75,-0.09,0.45
143.97,1.75,-0.09,0.45
143.98,1.75,-0.09,0.45
143.99,1.75,-0.09,0.45
144.0,1.75,-0.09,0.45
144.01,1.75,-0.09,0.45
144.02,1.75,-0.09,0.45
144.03,1.75,-0.09,0.45
144.04,1.75,-0.09,0.45
144.05,1.74,-0.09,0.45
144.06,1.74,-0.09,0.45
144.07,1.74,-0.09,0.45
144.08,1.74,-0.09,0.45
144.09,1.74,-0.09,0.45
144.1,1.74,-0.09,0.45
144.11,1.74,-0.09,0.45
144.12,1.74,-0.09,0.45
144.13,1.74,-0.09,0.45
144.14,1.74,-0.09,0.45
144.15,1.74,-0.08,0.45
144.16,1.74,-0.08,0.45
144.17,1.73,-0.08,0.45
144.18,1.73,-0.08,0.45
144.19,1.73,-0.08,0.45
144.2,1.73,-0.08,0.45
144.21,1.73,-0.08,0.45
144.22,1.73,-0.08,0.45
144.23,1.73,-0.08,0.45
144.24,1.73,-0.08,0.45
144.25,1.73,-0.08,0.45
144.26,1.73,-0.08,0.45
144.27,1.73,-0.08,0.45
144.28,1.73,-0.08,0.45
144.29,1.72,-0.08,0.45
144.3,1.72,-0.08,0.45
144.31,1.72,-0.08,0.45
144.32,1.72,-0.08,0.45
144.33,1.72,-0.08,0.45
144.34,1.72,-0.08,0.45
144.35,1.72,-0.08,0.45
144.36,1.72,-0.08,0.45
144.37,1.72,-0.08,0.45
144.38,1.72,-0.08,0.45
144.39,1.72,-0.08,0.45
144.4,1.72,-0.08,0.45
144.41,1.71,-0.08,0.45
144.42,1.71,-0.08,0.45
144.43,1.71,-0.08,0.45
144.44,1.71,-0.08,0.45
144.45,1.71,-0.08,0.45
144.46,1.71,-0.08,0.45
144.47,1.71,-0.08,0.45
144.48,1.71,-0.08,0.45
144.49,1.71,-0.08,0.45
144.5,1.71,-0.08,0.45
144.51,1.71,-0.08,0.45
144.52,1.71,-0.08,0.45
144.53,1.7,-0.08,0.45
144.54,1.7,-0.08,0.45
144.55,1.7,-0.08,0.45
144.56,1.7,-0.08,0.45
144.57,1.7,-0.08,0.45
144.58,1.7,-0.08,0.45
144.59,1.7,-0.08,0.45
144.6,1.7,-0.08,0.45
144.61,1.7,-0.08,0.44
144.62,1.7,-0.08,0.44
144.63,1.7,-0.08,0.44
144.64,1.7,-0.08,0.44
144.65,1.7,-0.08,0.44
144.66,1.69,-0.08,0.44
144.67,1.69,-0.08,0.44
144.68,1.69,-0.08,0.44
144.69,1.69,-0.08,0.44
144.7,1.69,-0.08,0.44
144.71,1.69,-0.08,0.44
144.72,1.69,-0.08,0.44
144.73,1.69,-0.08,0.44
144.74,1.69,-0.08,0.44
144.75,1.69,-0.08,0.44
144.76,1.69,-0.08,0.44
144.77,1.69,-0.08,0.44
144.78,1.68,-0.08,0.44
144.79,1.68,-0.08,0.44
144.8,1.68,-0.08,0.44
144.81,1.68,-0.08,0.44
144.82,1.68,-0.08,0.44
144.83,1.68,-0.08,0.44
144.84,1.68,-0.08,0.44
144.85,1.68,-0.08,0.44
144.86,1.68,-0.08,0.44
144.87,1.68,-0.08,0.44
144.88,1.68,-0.08,0.44
144.89,1.68,-0.08,0.44
144.9,1.68,-0.08,0.44
144.91,1.67,-0.08,0.44
144.92,1.67,-0.08,0.44
144.93,1.67,-0.08,0.44
144.94,1.67,-0.08,0.44
144.95,1.67,-0.08,0.44
144.96,1.67,-0.08,0.44
144.97,1.67,-0.08,0.44
144.98,1.67,-0.08,0.44
144.99,1.67,-0.07,0.44
145.0,1.67,-0.07,0.44
145.01,1.67,-0.07,0.44
145.02,1.67,-0.07,0.44
145.03,1.67,-0.07,0.44
145.04,1.67,-0.07,0.44
145.05,1.66,-0.07,0.44
145.06,1.66,-0.07,0.44
145.07,1.66,-0.07,0.44
145.08,1.66,-0.07,0.44
145.09,1.66,-0.07,0.44
145.1,1.66,-0.07,0.44
145.11,1.66,-0.07,0.44
145.12,1.66,-0.07,0.44
145.13,1.66,-0.07,0.44
145.14,1.66,-0.07,0.44
145.15,1.66,-0.07,0.44
145.16,1.66,-0.07,0.44
145.17,1.66,-0.07,0.44
145.18,1.65,-0.07,0.44
145.19,1.65,-0.07,0.44
145.2,1.65,-0.07,0.44
145.21,1.65,-0.07,0.44
145.22,1.65,-0.07,0.44
145.23,1.65,-0.07,0.44
145.24,1.65,-0.07,0.44
145.25,1.65,-0.07,0.44
145.26,1.65,-0.07,0.44
145.27,1.65,-0.07,0.44
145.28,1.65,-0.07,0.44
145.29,1.65,-0.07,0.44
145.3,1.65,-0.07,0.44
145.31,1.65,-0.07,0.44
145.32,1.64,-0.07,0.44
145.33,1.64,-0.07,0.44
145.34,1.64,-0.07,0.44
145.35,1.64,-0.07,0.44
145.36,1.64,-0.07,0.44
145.37,1.64,-0.07,0.44
145.38,1.64,-0.07,0.44
145.39,1.64,-0.07,0.44
145.4,1.64,-0.07,0.44
145.41,1.64,-0.07,0.44
145.42,1.64,-0.07,0.44
145.43,1.64,-0.07,0.44
145.44,1.64,-0.07,0.44
145.45,1.64,-0.07,0.44
145.46,1.64,-0.07,0.44
145.47,1.63,-0.07,0.44
145.48,1.63,-0.07,0.44
145.49,1.63,-0.07,0.44
145.5,1.63,-0.07,0.44
145.51,1.63,-0.07,0.44
145.52,1.63,-0.07,0.44
145.53,1.63,-0.07,0.44
145.54,1.63,-0.07,0.44
145.55,1.63,-0.07,0.44
145.56,1.63,-0.07,0.44
145.57,1.63,-0.07,0.44
145.58,1.63,-0.07,0.44
145.59,1.63,-0.07,0.44
145.6,1.63,-0.07,0.44
145.61,1.63,-0.07,0.44
145.62,1.62,-0.07,0.44
145.63,1.62,-0.07,0.44
145.64,1.62,-0.07,0.44
145.65,1.62,-0.07,0.44
145.66,1.62,-0.07,0.44
145.67,1.62,-0.07,0.44
145.68,1.62,-0.07,0.44
145.69,1.62,-0.06,0.44
145.7,1.62,-0.06,0.44
145.71,1.62,-0.06,0.44
145.72,1.62,-0.06,0.44
145.73,1.62,-0.06,0.44
145.74,1.62,-0.06,0.44
145.75,1.62,-0.06,0.44
145.76,1.62,-0.06,0.44
145.77,1.61,-0.06,0.44
145.78,1.61,-0.06,0.44
145.79,1.61,-0.06,0.44
145.8,1.61,-0.06,0.44
145.81,1.61,-0.06,0.44
145.82,1.61,-0.06,0.44
145.83,1.61,-0.06,0.44
145.84,1.61,-0.06,0.44
145.85,1.61,-0.06,0.44
145.86,1.61,-0.06,0.44
145.87,1.61,-0.06,0.44
145.88,1.61,-0.06,0.44
145.89,1.61,-0.06,0.44
145.9,1.61,-0.06,0.44
145.91,1.61,-0.06,0.44
145.92,1.61,-0.06,0.44
145.93,1.6,-0.06,0.44
145.94,1.6,-0.06,0.44
145.95,1.6,-0.06,0.44
145.96,1.6,-0.06,0.44
145.97,1.6,-0.06,0.44
145.98,1.6,-0.06,0.44
145.99,1.6,-0.06,0.44
146.0,1.6,-0.06,0.44
146.01,1.6,-0.06,0.44
146.02,1.6,-0.06,0.44
146.03,1.6,-0.06,0.44
146.04,1.6,-0.06,0.44
146.05,1.6,-0.06,0.44
146.06,1.6,-0.06,0.44
146.07,1.6,-0.06,0.43
146.08,1.6,-0.06,0.43
146.09,1.6,-0.06,0.43
146.1,1.59,-0.06,0.43
146.11,1.59,-0.06,0.43
146.12,1.59,-0.06,0.43
146.13,1.59,-0.06,0.43
146.14,1.59,-0.06,0.43
146.15,1.59,-0.06,0.43
146.16,1.59,-0.06,0.43
146.17,1.59,-0.06,0.43
146.18,1.59,-0.06,0.43
146.19,1.59,-0.06,0.43
146.2,1.59,-0.06,0.43
146.21,1.59,-0.06,0.43
146.22,1.59,-0.06,0.43
146.23,1.59,-0.06,0.43
146.24,1.59,-0.06,0.43
146.25,1.59,-0.06,0.43
146.26,1.59,-0.06,0.43
146.27,1.58,-0.06,0.43
146.28,1.58,-0.06,0.43
146.29,1.58,-0.06,0.43
146.3,1.58,-0.06,0.43
146.31,1.58,-0.06,0.43
146.32,1.58,-0.05,0.43
146.33,1.58,-0.05,0.43
146.34,1.58,-0.05,0.43
146.35,1.58,-0.05,0.43
146.36,1.58,-0.05,0.43
146.37,1.58,-0.05,0.43
146.38,1.58,-0.05,0.43
146.39,1.58,-0.05,0.43
146.4,1.58,-0.05,0.43
146.41,1.58,-0.05,0.43
146.42,1.58,-0.05,0.43
146.43,1.58,-0.05,0.43
146.44,1.58,-0.05,0.43
146.45,1.58,-0.05,0.43
146.46,1.57,-0.05,0.43
146.47,1.57,-0.05,0.43
146.48,1.57,-0.05,0.43
146.49,1.57,-0.05,0.43
146.5,1.57,-0.05,0.43
146.51,1.57,-0.05,0.43
146.52,1.57,-0.05,0.43
146.53,1.57,-0.05,0.43
146.54,1.57,-0.05,0.43
146.55,1.57,-0.05,0.43
146.56,1.57,-0.05,0.43
146.57,1.57,-0.05,0.43
146.58,1.57,-0.05,0.43
146.59,1.57,-0.05,0.43
146.6,1.57,-0.05,0.43
146.61,1.57,-0.05,0.43
146.62,1.57,-0.05,0.43
146.63,1.57,-0.05,0.43
146.64,1.57,-0.05,0.43
146.65,1.56,-0.05,0.43
146.66,1.56,-0.05,0.43
146.67,1.56,-0.05,0.43
146.68,1.56,-0.05,0.43
146.69,1.56,-0.05,0.43
146.7,1.56,-0.05,0.43
146.71,1.56,-0.05,0.43
146.72,1.56,-0.05,0.43
146.73,1.56,-0.05,0.43
146.74,1.56,-0.05,0.43
146.75,1.56,-0.05,0.43
146.76,1.56,-0.05,0.43
146.77,1.56,-0.05,0.43
146.78,1.56,-0.05,0.43
146.79,1.56,-0.05,0.43
146.8,1.56,-0.05,0.43
146.81,1.56,-0.05,0.43
146.82,1.56,-0.05,0.43
146.83,1.56,-0.05,0.43
146.84,1.56,-0.05,0.43
146.85,1.56,-0.05,0.43
146.86,1.55,-0.05,0.43
146.87,1.55,-0.05,0.43
146.88,1.55,-0.05,0.43
146.89,1.55,-0.05,0.43
146.9,1.55,-0.04,0.43
146.91,1.55,-0.04,0.43
146.92,1.55,-0.04,0.43
146.93,1.55,-0.04,0.43
146.94,1.55,-0.04,0.43
146.95,1.55,-0.04,0.43
146.96,1.55,-0.04,0.43
146.97,1.55,-0.04,0.43
146.98,1.55,-0.04,0.43
146.99,1.55,-0.04,0.43
147.0,1.55,-0.04,0.43
147.01,1.55,-0.04,0.43
147.02,1.55,-0.04,0.43
147.03,1.55,-0.04,0.43
147.04,1.55,-0.04,0.43
147.05,1.55,-0.04,0.43
147.06,1.55,-0.04,0.43
147.07,1.55,-0.04,0.43
147.08,1.55,-0.04,0.42
147.09,1.54,-0.04,0.42
147.1,1.54,-0.04,0.42
147.11,1.54,-0.04,0.42
147.12,1.54,-0.04,0.42
147.13,1.54,-0.04,0.42
147.14,1.54,-0.04,0.42
147.15,1.54,-0.04,0.42
147.16,1.54,-0.04,0.42
147.17,1.54,-0.04,0.42
147.18,1.54,-0.04,0.42
147.19,1.54,-0.04,0.42
147.2,1.54,-0.04,0.42
147.21,1.54,-0.04,0.42
147.22,1.54,-0.04,0.42
147.23,1.54,-0.04,0.42
147.24,1.54,-0.04,0.42
147.25,1.54,-0.04,0.42
147.26,1.54,-0.04,0.42
147.27,1.54,-0.04,0.42
147.28,1.54,-0.04,0.42
147.29,1.54,-0.04,0.42
147.3,1.54,-0.04,0.42
147.31,1.54,-0.04,0.42
147.32,1.54,-0.04,0.42
147.33,1.54,-0.04,0.42
147.34,1.54,-0.04,0.42
147.35,1.53,-0.04,0.42
147.36,1.53,-0.04,0.42
147.37,1.53,-0.04,0.42
147.38,1.53,-0.04,0.42
147.39,1.53,-0.04,0.42
147.4,1.53,-0.04,0.42
147.41,1.53,-0.04,0.42
147.42,1.53,-0.04,0.42
147.43,1.53,-0.04,0.42
147.44,1.53,-0.03,0.42
147.45,1.53,-0.03,0.42
147.46,1.53,-0.03,0.42
147.47,1.53,-0.03,0.42
147.48,1.53,-0.03,0.42
147.49,1.53,-0.03,0.42
147.5,1.53,-0.03,0.42
147.51,1.53,-0.03,0.42
147.52,1.53,-0.03,0.42
147.53,1.53,-0.03,0.42
147.54,1.53,-0.03,0.42
147.55,1.53,-0.03,0.42
147.56,1.53,-0.03,0.42
147.57,1.53,-0.03,0.42
147.58,1.53,-0.03,0.42
147.59,1.53,-0.03,0.42
147.6,1.53,-0.03,0.42
147.61,1.53,-0.03,0.42
147.62,1.53,-0.03,0.42
147.63,1.53,-0.03,0.42
147.64,1.52,-0.03,0.42
147.65,1.52,-0.03,0.42
147.66,1.52,-0.03,0.42
147.67,1.52,-0.03,0.42
147.68,1.52,-0.03,0.42
147.69,1.52,-0.03,0.42
147.7,1.52,-0.03,0.42
147.71,1.52,-0.03,0.42
147.72,1.52,-0.03,0.42
147.73,1.52,-0.03,0.42
147.74,1.52,-0.03,0.42
147.75,1.52,-0.03,0.42
147.76,1.52,-0.03,0.42
147.77,1.52,-0.03,0.42
147.78,1.52,-0.03,0.42
147.79,1.52,-0.03,0.42
147.8,1.52,-0.03,0.42
147.81,1.52,-0.03,0.42
147.82,1.52,-0.03,0.42
147.83,1.52,-0.03,0.42
147.84,1.52,-0.03,0.42
147.85,1.52,-0.03,0.42
147.86,1.52,-0.03,0.42
147.87,1.52,-0.03,0.42
147.88,1.52,-0.03,0.42
147.89,1.52,-0.03,0.42
147.9,1.52,-0.03,0.42
147.91,1.52,-0.03,0.42
147.92,1.52,-0.03,0.42
147.93,1.52,-0.03,0.41
147.94,1.52,-0.03,0.41
147.95,1.52,-0.03,0.41
147.96,1.52,-0.03,0.41
147.97,1.52,-0.02,0.41
147.98,1.52,-0.02,0.41
147.99,1.52,-0.02,0.41
148.0,1.51,-0.02,0.41
148.01,1.51,-0.02,0.41
148.02,1.51,-0.02,0.41
148.03,1.51,-0.02,0.41
148.04,1.51,-0.02,0.41
148.05,1.51,-0.02,0.41
148.06,1.51,-0.02,0.41
148.07,1.51,-0.02,0.41
148.08,1.51,-0.02,0.41
148.09,1.51,-0.02,0.41
148.1,1.51,-0.02,0.41
148.11,1.51,-0.02,0.41
148.12,1.51,-0.02,0.41
148.13,1.51,-0.02,0.41
148.14,1.51,-0.02,0.41
148.15,1.51,-0.02,0.41
148.16,1.51,-0.02,0.41
148.17,1.51,-0.02,0.41
148.18,1.51,-0.02,0.41
148.19,1.51,-0.02,0.41
148.2,1.51,-0.02,0.41
148.21,1.51,-0.02,0.41
148.22,1.51,-0.02,0.41
148.23,1.51,-0.02,0.41
148.24,1.51,-0.02,0.41
148.25,1.51,-0.02,0.41
148.26,1.51,-0.02,0.41
148.27,1.51,-0.02,0.41
148.28,1.51,-0.02,0.41
148.29,1.51,-0.02,0.41
148.3,1.51,-0.02,0.41
148.31,1.51,-0.02,0.41
148.32,1.51,-0.02,0.41
148.33,1.51,-0.02,0.41
148.34,1.51,-0.02,0.41
148.35,1.51,-0.02,0.41
148.36,1.51,-0.02,0.41
148.37,1.51,-0.02,0.41
148.38,1.51,-0.02,0.41
148.39,1.51,-0.02,0.41
148.4,1.51,-0.02,0.41
148.41,1.51,-0.02,0.41
148.42,1.51,-0.02,0.41
148.43,1.51,-0.02,0.41
148.44,1.51,-0.02,0.41
148.45,1.51,-0.02,0.41
148.46,1.51,-0.02,0.41
148.47,1.51,-0.02,0.41
148.48,1.51,-0.01,0.41
148.49,1.51,-0.01,0.41
148.5,1.51,-0.01,0.41
148.51,1.51,-0.01,0.41
148.52,1.5,-0.01,0.41
148.53,1.5,-0.01,0.41
148.54,1.5,-0.01,0.41
148.55,1.5,-0.01,0.41
148.56,1.5,-0.01,0.41
148.57,1.5,-0.01,0.41
148.58,1.5,-0.01,0.41
148.59,1.5,-0.01,0.41
148.6,1.5,-0.01,0.41
148.61,1.5,-0.01,0.41
148.62,1.5,-0.01,0.41
148.63,1.5,-0.01,0.41
148.64,1.5,-0.01,0.41
148.65,1.5,-0.01,0.41
148.66,1.5,-0.01,0.41
148.67,1.5,-0.01,0.41
148.68,1.5,-0.01,0.41
148.69,1.5,-0.01,0.41
148.7,1.5,-0.01,0.4
148.71,1.5,-0.01,0.4
148.72,1.5,-0.01,0.4
148.73,1.5,-0.01,0.4
148.74,1.5,-0.01,0.4
148.75,1.5,-0.01,0.4
148.76,1.5,-0.01,0.4
148.77,1.5,-0.01,0.4
148.78,1.5,-0.01,0.4
148.79,1.5,-0.01,0.4
148.8,1.5,-0.01,0.4
148.81,1.5,-0.01,0.4
148.82,1.5,-0.01,0.4
148.83,1.5,-0.01,0.4
148.84,1.5,-0.01,0.4
148.85,1.5,-0.01,0.4
148.86,1.5,-0.01,0.4
148.87,1.5,-0.01,0.4
148.88,1.5,-0.01,0.4
148.89,1.5,-0.01,0.4
148.9,1.5,-0.01,0.4
148.91,1.5,-0.01,0.4
148.92,1.5,-0.01,0.4
148.93,1.5,-0.01,0.4
148.94,1.5,-0.01,0.4
148.95,1.5,-0.01,0.4
148.96,1.5,-0.01,0.4
148.97,1.5,-0.01,0.4
148.98,1.5,-0.0,0.4
148.99,1.5,-0.0,0.4
149.0,1.5,-0.0,0.4
149.01,1.5,-0.0,0.4
149.02,1.5,-0.0,0.4
149.03,1.5,-0.0,0.4
149.04,1.5,-0.0,0.4
149.05,1.5,-0.0,0.4
149.06,1.5,-0.0,0.4
149.07,1.5,-0.0,0.4
149.08,1.5,-0.0,0.4
149.09,1.5,-0.0,0.4
149.1,1.5,-0.0,0.4
149.11,1.5,-0.0,0.4
149.12,1.5,-0.0,0.4
149.13,1.5,-0.0,0.4
149.14,1.5,-0.0,0.4
149.15,1.5,-0.0,0.4
149.16,1.5,-0.0,0.4
149.17,1.5,-0.0,0.4
149.18,1.5,-0.0,0.4
149.19,1.5,-0.0,0.4
149.2,1.5,-0.0,0.4
149.21,1.5,-0.0,0.4
149.22,1.5,-0.0,0.4
149.23,1.5,0.0,0.4
149.24,1.5,0.0,0.4
149.25,1.5,0.0,0.4
149.26,1.5,0.0,0.4
149.27,1.5,0.0,0.4
149.28,1.5,0.0,0.4
149.29,1.5,0.0,0.4
149.3,1.5,0.0,0.4
149.31,1.5,0.0,0.4
149.32,1.5,0.0,0.4
149.33,1.5,0.0,0.4
149.34,1.5,0.0,0.4
149.35,1.5,0.0,0.4
149.36,1.5,0.0,0.4
149.37,1.5,0.0,0.4
149.38,1.5,0.0,0.4
149.39,1.5,0.0,0.4
149.4,1.5,0.0,0.4
149.41,1.5,0.0,0.4
149.42,1.5,0.0,0.4
149.43,1.5,0.0,0.4
149.44,1.5,0.0,0.4
149.45,1.5,0.0,0.4
149.46,1.5,0.0,0.39
149.47,1.5,0.0,0.39
149.48,1.5,0.01,0.39
149.49,1.5,0.01,0.39
149.5,1.5,0.01,0.39
149.51,1.5,0.01,0.39
149.52,1.5,0.01,0.39
149.53,1.5,0.01,0.39
149.54,1.5,0.01,0.39
149.55,1.5,0.01,0.39
149.56,1.5,0.01,0.39
149.57,1.5,0.01,0.39
149.58,1.5,0.01,0.39
149.59,1.5,0.01,0.39
149.6,1.5,0.01,0.39
149.61,1.5,0.01,0.39
149.62,1.5,0.01,0.39
149.63,1.5,0.01,0.39
149.64,1.5,0.01,0.39
149.65,1.5,0.01,0.39
149.66,1.5,0.01,0.39
149.67,1.5,0.01,0.39
149.68,1.5,0.01,0.39
149.69,1.5,0.01,0.39
149.7,1.5,0.01,0.39
149.71,1.5,0.01,0.39
149.72,1.5,0.01,0.39
149.73,1.5,0.01,0.39
149.74,1.5,0.01,0.39
149.75,1.5,0.01,0.39
149.76,1.5,0.01,0.39
149.77,1.5,0.01,0.39
149.78,1.5,0.01,0.39
149.79,1.5,0.01,0.39
149.8,1.5,0.01,0.39
149.81,1.5,0.01,0.39
149.82,1.5,0.01,0.39
149.83,1.5,0.01,0.39
149.84,1.5,0.01,0.39
149.85,1.5,0.01,0.39
149.86,1.5,0.01,0.39
149.87,1.5,0.01,0.39
149.88,1.5,0.01,0.39
149.89,1.5,0.01,0.39
149.9,1.5,0.01,0.39
149.91,1.5,0.01,0.39
149.92,1.5,0.01,0.39
149.93,1.5,0.01,0.39
149.94,1.51,0.01,0.39
149.95,1.51,0.01,0.39
149.96,1.51,0.01,0.39
149.97,1.51,0.01,0.39
149.98,1.51,0.02,0.39
149.99,1.51,0.02,0.39
150.0,1.51,0.02,0.39
150.01,1.51,0.02,0.39
150.02,1.51,0.02,0.39
150.03,1.51,0.02,0.39
150.04,1.51,0.02,0.39
150.05,1.51,0.02,0.39
150.06,1.51,0.02,0.39
150.07,1.51,0.02,0.39
150.08,1.51,0.02,0.39
150.09,1.51,0.02,0.39
150.1,1.51,0.02,0.39
150.11,1.51,0.02,0.39
150.12,1.51,0.02,0.39
150.13,1.51,0.02,0.39
150.14,1.51,0.02,0.39
150.15,1.51,0.02,0.39
150.16,1.51,0.02,0.39
150.17,1.51,0.02,0.39
150.18,1.51,0.02,0.39
150.19,1.51,0.02,0.39
150.2,1.51,0.02,0.39
150.21,1.51,0.02,0.39
150.22,1.51,0.02,0.38
150.23,1.51,0.02,0.38
150.24,1.51,0.02,0.38
150.25,1.51,0.02,0.38
150.26,1.51,0.02,0.38
150.27,1.51,0.02,0.38
